239,Fridge is too small in height and people will not get killed jumping from fridge,0
240,The act of whistling is only used in informal cases,0
241,Making money is not silly because any human living needs money to survive.,0
242,To be become a baby is not possible practically,0
243,cats will eat the fish,0
244,Worms cannot be put on a menu.,0
245,Vinegar does not go in coffee,0
246,The President does not make jokes for a living .,0
247,Purchasing new home kitchen appliances has no impact on one's job satisfaction.,0
248,"The television format is 16:9, which is not a square",0
249,Car is a road vehicle and cannot be used for space travel,0
250,No one will sell vegetables in a theater,0
251,A freezer is too small to fit a human and too cold to be comfortable for sleeping,0
252,You do not wear boxes to the beach,0
253,You can't smoke a candy bar.,0
254,spoon is an utensil and does not treat disease,0
255,Grocery stores don't sell trucks.,0
256,"A child will call only her brother as ""Bro""",0
257,Computers are not used for food and they are not edible,0
258,Hospital will only provide medicine not food,0
259,It is generally accepted that books quality remains the same as before,0
260,Zebra cannot be put on the washing machine.,0
261,Hotels and hotel rooms can be found locally outside of town in your state.,0
262,Cat will not chase dogs as per the nature,0
263,Butchers cut and prepare meat to sell.,0
264,The sun is far too hot to get close enough to land on.,0
265,A computer could never fit into any ordinarily-sized pocket.,0
266,"Because you use bread to make toast, not  luncheon meat .",0
267,no one smokes trees as smoking thing .,0
268,Breeze is a wind with low speed that cannot cause destruction,0
269,A driven car is lager than a hand luggage.,0
270,Gasoline is toxic for humans and is not edible,0
271,Trees are not liquid or are small enough for cups.,0
272,Hangar is a place to let airplane and is not an object to enter into airplane,0
273,People do not cook clothing.,0
274,Not all women actually have any children.,0
275,911 is the correct number for emergency services,0
276,The moon only appears at nighttime.,0
277,You cannot run in a plastic chair. you can only sit or stand on it.,0
278,Skyscrapers can be many different colours.,0
279,females are opposite gender of men,0
280,torch is used to see things in dark,0
281,Monkeys do not smoke.,0
282,There are not that many Presidents out there.,0
283,usually people go to church for prayers,0
284,There are 29 days in February in a leap year and 28 days every other year.,0
285,Computers are not capable of exercise.,0
286,Trucks do not move at sea.,0
287,Restaurant is a place to eat food and is not a place to catch flight,0
288,Ambulances don't take people to coffee shops.,0
289,washing machine is used to wash clothes,0
290,Ostriches cannot fly,0
291,NO ONE  CAN EAT CHALKS.,0
292,Money used to buy things and it is earned by doing work,0
293,pianos play musical notes and aren't used to type in a computer,0
294,"cooling glass can not play the song, it's not a electronic thing to play music",0
295,"Since there are 50 states in the USA, and states are made up of many cities, there are much more than 50 cities in the USA.",0
296,Squids are not land animals and can only on the ocean,0
297,From Moon's perspective Earth stands still.,0
298,"Storks are birds, not mammals",0
299,Organs can't fit in briefcases.,0
300,Dodo birds cannot dance and are extinct.,0
301,Water vaporizes at a hotter temperature.,0
302,Anime cannot be live-action because it's anime is not live.,0
303,REMOTE IS  DEVICE USED FOR TELEVISIONS.,0
304,Pacifists avoid violent fights.,0
305,"He can fall asleep to the TV, not on the TV.",0
306,rice is not a metal to make medal,0
307,Fish are not bound by the law.,0
308,Cats cannot jump that high,0
309,Rice is not used in making butter,0
310,"Melted ice, water, is less slippery.",0
311,A mechanic is not a medical personnel and cannot give anyone an injection.,0
312,Poison kills and cannot save any life.,0
313,Bananas are not long or flexible enough to hold up. pants,0
314,NEVER PALM TREE PRODUCES ORANGE.,0
315,Bathroom is the not the right place to have the books,0
316,Tables do not typically have eyes.,0
317,petrol is not a swimming water,0
318,An Indoor Restaurants does not have a football field to host a tournament.,0
319,Sewage is not food,0
320,Wolf are wild animals,0
321,A watch is not alive and does not need to expel waste in a litter box.,0
322,a cat is not a vehicle to be driven,0
323,Humans marry humans and not animals.,0
324,Ice cream stores do not sell laptops.,0
325,pencil won't be useful to save you from the rain,0
326,"A humburger can or cannot have tomato, it is not on the recipee",0
327,A rainbow is an effect created when lifht passes through rain water,0
328,A tree cannot run.,0
329,lunch box has no camera to capture the photos,0
330,Who says baseball is more relaxing as other sports may be relaxing as well.,0
331,ice melts so it is not used for making cars,0
332,A tiger can't fit in the oven,0
333,amino acids are proteins,0
334,People normally listen to radio as there are no visual content,0
335,Nail polish is toxic to cats.,0
336,Nobody wipes their mouth on the ground.,0
337,Grocery stores does not sell designer clothing like the coach bag.,0
338,Vegetable oil is not used to make cars run.,0
339,Televisions are non transparent physical objects,0
340,Fire will melt a balloon,0
341,Crocodiles cannot light and smoke a cigar,0
342,Duct tape is sticky and durable.,0
343,police protect their community by fighting and preventing crime,0
344,an elephant is much bigger than a car,0
345,Scissors can't cut rocks,0
346,"Ice is, by nature, cold and frozen",0
347,Grocery shop does not sell a car.,0
348,Books cannot be eaten because they are not edible,0
349,The audience are passive watchers.,0
350,Bottle is not a dress,0
351,ketchup has no relation with books in a physical form,0
352,A banana is a very poor conductor of electricity so it could not protect the house from lightning.,0
353,Cooker is not a vehicle,0
354,"You watch a movie, not read it",0
355,Hospitals have no teachers to teach reading and writing,0
356,a cat is not good for the hair,0
357,cow is much bigger then a chair,0
358,A lion is not a pet.,0
359,"Nobody can own the ocean, but many people own cats.",0
360,Humans don't lay eggs.,0
361,Lakes have been thoroughly examined and every animal inhabiting them is already known,0
362,"A pizza is something you eat, not wear",0
363,Potatoes aren't always found in bags.,0
364,"Human bones contain marrow, and humans cannot fly",0
365,a whale is much larger than a monkey and cannot walk on land,0
366,We can not use nose to speak,0
367,"boats only work in water , i.e. in a river",0
368,chair is not an ornament,0
369,It is the teacher that creates the test.,0
370,USUALLY THE PLATE  DOESN'T HAVE HOLES.,0
371,"If my smartphone had only one application, it would not be a smartphone",0
372,Bag is not a right choice to write the home works,0
373,A hair dresser works in the hair salon and not part of the government.,0
374,petrol bunk provides petrol for vehicle,0
375,The caterpillar is an animal.,0
376,Top of the mountain is not a right place to swim,0
377,Burger is a food item,0
378,Soap isn't made to be used on books,0
379,toothpaste is man made and is not to be put in a garden to grow,0
380,Polar bears cannot fly,0
381,Lion cannot hold in baskets,0
382,Maths teachers do not give history lessons.,0
383,Watch cannot be worn around nose,0
384,The hammer drives nails more abruptly than by pressing.,0
385,"Ketchup is used on foods, not in the bath-tub.",0
386,"A table is not ment to be sat on, only chairs.",0
387,Sack piece is not a thing to print a picture,0
388,Iron Rod is a metal.,0
389,Spoons are for eating.,0
390,Banks don't sell milk.,0
391,Spoon is not a dress,0
392,NO ONE COOK STONES FOR FOOD,0
393,High fences are taller than ourselves and we cannot jump them,0
394,Food items cannot be wrapped in newspaper as the paper will become soggy,0
395,Human has two eyes by nature,0
396,A giraffe is too large to fit into a backpack.,0
397,People die first and are buried; the cemetery's not the cause.,0
398,A computer is smaller than a human being and cannot house any dead body.,0
399,Plastic is not edible,0
400,As humans we don't live in the ocean.,0
401,a microphone cannot reproduce music,0
402,Light is the faster physician fenomen,0
403,A red ball can not throw a person.,0
404,The pizza will not cook or stay frozen in the refridgerator.,0
405,Dogs can't fly.,0
406,Cars can't drive on water,0
407,We do not build homes out of chocolate,0
408,Silly is an adjetive that can only define a human behavior,0
409,Washing machine washes dirty clothes and linen.,0
410,Microscopes allow people to see close objects,0
411,A car is much smaller than a house.,0
412,A toy store does not sell food.,0
413,A dog barks and not crow.,0
414,Radio does not have an Audio Visual Screen to watch.,0
415,Chicken are too small to be used as transportation.,0
416,Chairs do not feel pain.,0
417,Animals cannot operate a camera.,0
418,People cannot fit on a plate to travel,0
419,A donut cannot have wives,0
420,No one has ten fingers in one hand.,0
421,A mouse trap is tiny compare to a tiger's feet,0
422,Lightbulbs can't make calls,0
423,A printer cannot print a laptop,0
424,"Rocks are inanimate objects, not animals",0
425,Dinner is somethingwe eat at night,0
426,Stones cannot be eaten while cookies are delicious,0
427,Helicopter is much bigger than chair,0
428,A toothbrush can hurt your eyes,0
429,Humans do not have ability to fly.,0
430,you cannot eat tiger,0
431,A dog cannot walk into the sky.,0
432,People do not eat bricks,0
433,Turkey are birds and produces no milk.,0
434,no one use gun for feed people,0
435,Elephants don't eat honey,0
436,Chilly powder is spicy in taste,0
437,You can't brush your teeth with a knife because it's sharp,0
438,"If you closed an umbrella when it is raining, you will get wet.",0
439,Parties have nothing to do with canceling a marriage.,0
440,Usually forest have very few building or no buildings at all,0
441,A brick is not a unit of distance,0
442,"People wont get electricity from market, cannot be brought in kilograms",0
443,A monkey is an animal and cannot perform music at a public event,0
444,A house is not an automobile and cannot be driven.,0
445,"If everyone had a drink, then there was no one who did not have a drink.",0
446,it's obvious that men have hair,0
447,Food does not get you drunk.,0
448,"you cant order a doctor, you must visit a clinic or a hospital",0
449,You can't eat a whiteboard.,0
450,usually people can only order food and eat at a restaurant,0
451,"A rat is much smaller than cat, a rat cant kill a cat",0
452,a restaurant does not have doctors or medical equipment,0
453,Everyone who has a car usually park it outside of  a buildings,0
454,Usually cows don't bark,0
455,"The world is very big, and there is so much to explore. Therefore, it cannot be small",0
456,Clouds can only be seen in the sky,0
457,A dog cannot be used to driven,0
458,No one wears baboons as clothes.,0
459,"The freezer is too cold, and therefore, cannot heat a turkey",0
460,You cannot eat shampoo,0
461,a dog cannot walk a man,0
462,Fridge is much bugger than a purse,0
463,Liz can't ate an elephant as they are to big to be eaten,0
464,Stone iscannot no food and cannot be eaten.,0
465,Tablets has on ink and cannot print.,0
466,Cups can't block the rain,0
467,Mobile phones can make communication easier.,0
468,Diamonds are not food.,0
469,Usually people sleep at bed not at some religious place,0
470,Cars can't fly,0
471,Lions don't live in cold climates like Antarctica.,0
472,"Tuna is a fish, does not live in supermarkets",0
473,key is an object which cannot hold money,0
474,Babies does not have claws but nails.,0
475,You have reduce your body if your fat not to take bath,0
476,You cannot go out if you are already out.,0
477,Elephants are not pets.,0
478,It is impossible to change people with remote,0
479,Dinosaurs are extincted,0
480,Only books are available from library for rentals,0
481,Being tall does not explain why a person has many friends,0
482,Shuttle cork is used in Badminton games,0
483,Lightning can kill children.,0
484,School does not play movies,0
485,A person can't eat a tree,0
486,A dog cannot ride a bicycle,0
487,the television has no eyes and cannot watch,0
488,there is no grape with leaves in the center of grape,0
489,Theater is a place to watch movie,0
490,You need something to write with,0
491,Usually police wont steel they will catch thief,0
492,Trash are thrown into trash cans and not cooking pans like the frying pan.,0
493,Its impossible to knit a meal.,0
494,charging cables cant play music,0
495,A car is too big to eat.,0
496,Elephants don't flow like water.,0
497,Squares can't roll while circles can.,0
498,You cannot make calls with a toaster.,0
499,You cannot find shelter under a dog.,0
500,The ball will bounce instead of break.,0
501,You cannot swim in the bath,0
502,dirt cannot be used to clean,0
503,You buy apples at the grocery store not cars,0
504,there is no logical link between water and wealth,0
505,rocks can not move,0
506,An ostrich will not fit in the microwave.,0
507,Butchers don't cut hair,0
508,rivers are much bigger than books,0
509,Trucks cannot fly,0
510,A store won't take back used clothing.,0
511,he cannot carry car in his arms as they are bigger and haevier,0
512,You can't set water on fire.,0
513,Students don't use helicopters to get to school.,0
514,there is no ice cream which is hot,0
515,Chains are too heavy for shoes.,0
516,There is more water on earth than land.,0
517,Pigs are not vehicles,0
518,Flowers are too small and fragile to climb,0
519,No one can buy a child.,0
520,Couches are not hot and do not produce steam.,0
521,"The ferret (Mustela putorius furo), is an animal that likes burrow.",0
522,Estrogen is actually a hormone found in women.,0
523,Usually at saloon food is not served,0
524,Hotel is a place for accommodation,0
525,Children are not as mentally developed as adults.,0
526,"A cat is an animal, therefore she can't sing",0
527,Book is a bunch of paper is not a food,0
528,"I will get dirty mowing the yard, then I will need a shower.",0
529,people go to comedy show to be happy and laugh not to cry,0
530,A earphone cannot allow a dog to be walked by a human.,0
531,"Kids normally go to school daily, while pubs are for adults.",0
532,A ruler does not leave marks on paper.,0
533,A giraffe is not sold at a supermarket,0
534,Old land line phones don't operate other electronics.,0
535,It takes years to learn classical music,0
536,Ice takes away volume from the ocean,0
537,Footballs cannot be drunk.,0
538,There are only two tires on a bicycle.,0
539,Criminals are selected by means of their activity,0
540,Water doesn't have alcohol.,0
541,A document cannot be typed using a bag,0
542,"restaurants sell food, not carpets.",0
543,Munchkins are found over the rainbow.,0
544,The bank doesn't have groceries.,0
545,A fish cannot walk.,0
546,there is no logical use between bedtime and a knife,0
547,No one drinks larva because it's dangerous,0
548,Elephants can not go that fast.,0
549,giraffes do not eat meat,0
550,spoon is an utensil to eat food,0
551,the music cuoldn't hear nothing,0
552,There is nothing to buy at the park.,0
553,A television is fragile.,0
554,A wound is very painful,0
555,Leaves cannot be used to crochet blankets.,0
556,An elephant is a wild animal and cannot be eating by people,0
557,A dog cannot walk a human,0
558,Dirt is what is washed off of a car.,0
559,You cannot digest staples.,0
560,A snake is not a unit of time.,0
561,Everybody in the world sleeps and the whole wolrd cannot be jailed for sleeping.,0
562,you cannot drink ice as it is a solid,0
563,Now cannot exist in the past tense.,0
564,house is too big to be wrapped with paper,0
565,Butter is not something you can ride.,0
566,Opiates are very efficient pain relievers and do not incite more pain physiologically than before.,0
567,You cannot publish articles in the Bible.,0
568,People do not live in museums,0
569,Green light means to go,0
570,"French fries are unhealthy as they are rich with calories, fats and carbohydrates, but not with fiber, vitamins or minerals.",0
571,"Mayonnaise is a condiment, therefore no one would soak in it.",0
572,Retiring and being financially secure does not require investing in a stock portfolio solely.,0
573,It is impossible to buy things with electricity,0
574,Petrol is inflammable and it will boost the fire,0
575,You cannot sleep on a stove that is made for cooking,0
576,Cheese is solid and cannot be inhaled.,0
577,A shoe is not a living space such as a house.,0
578,A shoe does not go on your head,0
579,there is no logical link between surprise and a bird,0
580,calculator is a mathematical device and cannot take picture,0
581,Chess is a board game that admits only one loser and one winner,0
582,No one can eat uranium.,0
583,Pillows are not opened.,0
584,Eggs are not clothing.,0
585,Cat's cannot breath in the fridge.,0
586,A desk can not fit in a oven.,0
587,Bricks are solid not liquid and so cannot be drunk.,0
588,A sword is narrow and isn't designed to stop rain from hitting humans.,0
589,Nurses work in a hospital.,0
590,Hammers don't have ink,0
591,A cup does not fit in the toaster,0
592,A sword is too big for a kitchen drawer.,0
593,Usually jokes make people laugh,0
594,People buy rather than sell candles for birthdays.,0
595,"Bologna is a solid, it cannot be poured like water",0
596,Superpowers are not real.,0
597,You can not be a legal citizen of a country if you entered that country illegally to begin with.,0
598,You open your eyes to wake up from sleep.,0
599,Spiders are too small to ride bicycles.,0
600,no one can eat sand.,0
601,Man cannot live under the sea.,0
602,Democracy can not be food.,0
603,Cats are animals and cars are vehicles,0
604,An apple does not grow fuzz like a peach does.,0
605,"Basketball isn't played with bats, just with basketballs.",0
606,nose is for breathing,0
607,Using dirt to shower would eliminate the purpose of showering.,0
608,A closet cannot freeze chickens,0
609,People go to the library to read and check-out books and watch porn in private.,0
610,Benches aren't edible.,0
611,elephant is too big to keep in pocket,0
612,Tomato seeds will not grow in a rug,0
613,Weeds are considered a nuisance.,0
614,A hardware store cannot be swallowed,0
615,badminton is not a tv program,0
616,Apples do not move on their own.,0
617,You do not put utensils on a tv.,0
618,It takes time to eat breakfast.,0
619,no one wants to lit beds on fire,0
620,A helmet is worn on the head.,0
621,Thunderstorms don't have bodies-there's nothing to sexualize!,0
622,A human being cannot simply jump into space.,0
623,lawyer cannot prescribe medicines,0
624,"No one drinks oil, its not good for stomach.",0
625,Eye is an organ which helps in vision,0
626,Monkeys don't eat meat.,0
627,You cannot drink a sweater.,0
628,A village is bigger than a tree,0
629,COWS DON'T HAVE BABY'S LIKE HUMANS DO.,0
630,Every animal has a distinct noise it makes and a moo comes from a cow.,0
631,Usually people visit bank for financial services,0
632,Using violence is against the law,0
633,A house does not have arms.,0
634,A suit can be worn and a lawn mower cuts grass.,0
635,A car cannot fit into a standard microwave.,0
636,she cannot eat ballet shoes,0
637,The county of France doesn't exist in South America.,0
638,The moon cannot be turned on and off.,0
639,A rock cannot be listened to and does not teach classes.,0
640,Most people do not drink dog urine and dog urine has no labeled expiration date.,0
641,A room can't barge into anything. Its part of the house,0
642,Dolphins live on earth in aquatic environment and breath air while the moon has neither water nor air.,0
643,Baked fish can be eaten but baked cell phone cannot.,0
644,Computer are man-made machines so they don't eat and bananas are food.,0
645,A person can put ribs on a grill to barbecue but a grill cannot put on ribs to barbecue.,0
646,One cannot buy houses in a grocery store.,0
647,most humans are afraid of death,0
648,You cannot wear wheels however in order to run you need shoes.,0
649,A bike can be ridden to a park a computer cannot be ridden to a park.,0
650,She can not wear her car,0
651,It is impossible to walk on a lake,0
652,You cannot eat computers.,0
653,It is impossible to run through the solar system,0
654,Chicken is not a color,0
655,A man cannot have two heads.,0
656,A class ring can be worn to school but a bed cannot be worn to school.,0
657,One cannot make a trash can to a mother.,0
658,walking around naked is against the law,0
659,Netherlands is not a real language,0
660,Jazz shoes can go on feet and tv is to be watched.,0
661,Grass only grow on land.,0
662,Cats are too small to sit on,0
663,Vending machines cannot wash clothes,0
664,Bricks are manmade and used to build houses and other buildings,0
665,Molecules are too small to hold a person while sitting.,0
666,water does not serve as fuel,0
667,People cannot get anywhere by sleeping.,0
668,The van is too big ti fit into the house.,0
669,Camels are animals and cannot be worn by a person,0
670,Water is a liquid which cannot be used to make a bowl.,0
671,You cannot walk on a lake.,0
672,Laptops cannot fit in mugs and you cannot drink a laptop.,0
673,Drinking alcohol actually dehydrate a persons and you need to drink a lot of water with in order to staty hydrated.,0
674,A newspaper can be read but a sock cannot be read.,0
675,A beer is in liquid form and eating is something you do with solid food.,0
676,Clothing is will get dirty in a barn.,0
677,The sun sets in the West,0
678,Fish swim in water,0
679,He cannot eat a house,0
680,"If you feel nauseous, eating more food can worsen the sickness",0
681,"Sharks can't drive cars, no matter where.",0
682,A cell phone can be turned on but a shirt cannot be turned on.,0
683,"A son is an offspring of a father, which requires the father to exist first.",0
684,Nobody eats carpet.,0
685,Plates are dishes which are cleaned by dishwashers while washing machines are for clothes.,0
686,Pizza can be eaten but concrete can not be eaten.,0
687,One can't snowboard in the ocean.,0
688,The moon is in space,0
689,A person cannot wear food as an item of clothing.,0
690,"Usually people read books, a kitchen is a place",0
691,A house can be painted but grass should be cut not painted,0
692,It is impossible to travel to Jupiter in 1 day.,0
693,It is currently impossible for humans to travel to Saturn.,0
694,A dog is a different type of animal,0
695,Nobody tosses a ball for flowers.,0
696,A shower sponge isn't used for brushing your teeth.,0
697,A rubber duck cannot penetrate a metal can.,0
698,Cooking is something you do with food and books are not food.,0
699,milk does not go into shoes,0
700,the clouds are too high to play with,0
701,DINOSAURS ARE MUCH TO BIG TO DRINK OUT OF COFFEE CUPS.,0
702,"It is common to bring gifts to a party, not animals.",0
703,Its impossible to fold a car,0
704,shoe wax is used to polish shoes,0
705,A birthday card would be inappropriate to celebrate a divorce,0
706,A man cannot get pregnant.,0
707,A driver cannot drive a broke down car,0
708,Aeroplanes are found at airports.,0
709,Watches cannot make calls as cell phones,0
