146,0,The Teacher Scolded the Students
147,0,They switched on the television to watch their favourite programme
148,0,he kept ice cream in the freezer
149,0,Learning how to cycle is easy
150,0,The car crossed the river on the ferry.
151,0,she was swimming in hot  water.
152,0,Bella loves to dance in a ballroom in her pink dress
153,0,Eggs usually used to eat
154,0,Mobile phones are good means of communication
155,0,Pencils contain a graphite core
156,0,His reflection was visible in the mirror
157,0,I will play the guitar in class tomorrow in front of students
158,0,Coffee is a drink with brown colour
159,0,A policeman carries a gun.
160,0,bridges are built to cross rivers
161,0,He puts ham on his sandwich.
162,0,A fox is an animal
163,0,No person would want to live with rats
164,0,He read a book in the table
165,0,A grey cat chases a small rat away
166,0,Cake is a common food item at birthday parties.
167,0,A joey is a baby kangaroo
168,0,He drove his car down the street.
169,0,Cars have got four wheels
170,0,She will give birth after 9 months of pregnancy
171,0,A tunnel is a way to get from one side of a water way to another.
172,0,He bought a gift for his friend wedding
173,0,She applied sunscreen on her face in summer
174,0,Four quarters is equal to one whole.
175,0,Apples grow on trees
176,0,Pencil can be erased more easily than crayon
177,0,It is likely that she will get into university with her pass in the qualifying exam
178,0,He called his wife on her mobile
179,0,She put a dog in the car.
180,0,The wood plank was floating on the lake
181,0,He stored music files in a pen drive
182,0,I drive a car to work every day
183,0,The truck drove on the highway.
184,0,There are four stools around the table
185,0,The girl rode the bike.
186,0,The criminal was sentenced to 2 years in prison.
187,0,The rabbit went down the hole.
188,0,My Dog eats chicken preparation for dinner.
189,0,Eating a lot of sugary foods can cause obesity
190,0,He waved hands at his friends
191,0,John parked his car in the garage
192,0,He was reading a book
193,0,A person must exercise more to have a longer life
194,0,He liked the food made by the chef
195,0,He got into the bed to sleep.
196,0,Beef stew should be cooked at 325 degrees for 3 hours
197,0,It is desirable to put children's in school at the age of six
198,0,Going to work is for making money.
199,0,The student uses a pencil to take a test
200,0,A purse is a fashionable way to carry around essential items.
201,0,He took his animal to a vet for treatment
202,0,She went to school
203,0,He drives a steamship at his job.
204,0,You would eat lunch because you are hungry
205,0,"After throwing a ball upwards, it will come down again"
206,0,Some monkeys jump from one branch to another on a tree
207,0,The adults have careers.
208,0,He unlocked the door
209,0,She cooked rice in the pan.
210,0,He replaced the bulb in the lamp with a new LED bulb
211,0,I ate a biscuit
212,0,You clean home everyday.
213,0,The airplane flew high into the sky.
214,0,Girls have two boobs
215,0,He was playing a chess game
216,0,They were catching fish in the lake
217,0,Teachers teach students
218,0,He was drinking water to quench his thirst
219,0,He was doing exercise in gym
220,0,He sent an email from his computer
221,0,She ate fruit for breakfast.
222,0,She was wearing glasses for bad eyes
223,0,QWERTY are the first 6 letters of a standard English keyboard
224,0,Bears eat honey
225,0,I let the clown drive my car.
226,0,The military arrested the terrorists.
227,0,He poured a tall glass of water.
228,0,His neighbor has Donated his eyes
229,0,The cat sat on the mat.
230,0,he put the books in the bookshelf
231,0,he wrote with a pen
232,0,The baby played with blocks.
233,0,ships are used to transportation of materials and peoples
234,0,People who catch fish for living are called fishermen
235,0,He pluck the flower from the plant
236,0,The moon revolves around the Earth
237,0,It was raining and he was holding umbrella
238,0,People built temple to worship god
239,0,A dog ate a caterpillar.
240,0,Most families have their own bed
241,0,An anchor is made of iron
242,0,Silver is for making jewelry
243,0,we can play cricket with a cricket bat.
244,0,He asked his wife to help in his office work
245,0,She took the clothes out of the wardrobe
246,0,You can improve your wifi signal by removing obstructions between your device and router
247,0,A barber shop is for getting hair cuts.
248,0,Thunder is heard after lightning
249,0,people use lift  in a building to avoid stairs
250,0,A lion is something you will find at a forest
251,0,George went to the beach to get some sun
252,0,He was so happy that he couldn't stop smiling.
253,0,We can see stars at night
254,0,staying healthy requires eating healthy food
255,0,English is a universal language
256,0,He checked the time in his watch
257,0,She went to the hairdresser to get ready for her wedding.
258,0,The dog was chasing his tail
259,0,The dog barked because he heard people walking down the street.
260,0,He poured coffee into his cup.
261,0,she went to library to read the books.
262,0,Water in solid form is ice.
263,0,An ant is smaller then a horse.
264,0,You would apply for a job because you want money
265,0,You will find the driver of a bus in the front seat
266,0,he went to blood bank to donate blood
267,0,He was travelling to office in his bike
268,0,Cyclists ride a bike in a competition
269,0,he put an apple in the fridge
270,0,A car needs four wheels and an engine in order for it to be standard.
271,0,The newly married couple gave birth to a boy baby
272,0,a man drink beer in a bar
273,0,My nose is stuffed with boogers.
274,0,She drank water from her water-bottle
275,0,He made a model plane with match sticks
276,0,The kitten ran through the bushes.
277,0,A candle can burn for hours.
278,0,"Stacey wanted to have some fun, so she went out to the club"
279,0,Weapons are used in war
280,0,he withdrew cash from the bank
281,0,I will be at the hospital tomorrow for my antenatal.
282,0,My wall is white.
283,0,Dogs like eating sausages
284,0,She pushed her trolley around the supermarket to collect groceries
285,0,He wrote a letter to his wife on a paper
286,0,You find water in tears
287,0,She put a pie in the oven.
288,0,The waiter brought a  roasted chicken to eat.
289,0,The dog was running
290,0,My cat is lovely.
291,0,Hybrid cars pollute little in the city
292,0,She have cat pet named muffin
293,0,It is Friday today.
294,0,He went to the super market to buy groceries
295,0,Cats are commonly kept as pets.
296,0,A hot mug of coffee is a great way to start the day.
297,0,The girl walks the dog .
298,0,Cockroaches are black insects
299,0,The first thing people usually do in the morning is eating breakfast
300,0,He needs to close his mouth to stop talking.
301,0,The girl has severe anxiety in public.
302,0,Bartenders serve drinks to thirsty customers.
303,0,The little boy climbed the tree.
304,0,I have a car.
305,0,He kept a book on the shelf
306,0,"To cook pasta you need a pot, water and a stove."
307,0,There was a snake hissing at a horse.
308,0,There are seven days in a week.
309,0,Boo is what a ghost says on halloween.
310,0,brain is in the head
311,0,Beer contains alcohol
312,0,I saw a man carrying a baby.
313,0,He is driving the car
314,0,paddy is cultivated in fields
315,0,she collected woods to build a bonfire
316,0,He Puts the paint on his body.
317,0,Tom reads the newspaper.
318,0,Giraffes are tall animals.
319,0,The school went to a zoo.
320,0,He boiled the water on stove
321,0,You need a telephone to call someone.
322,0,The dog ate a can of dog food.
323,0,She kept a mobile phone in her handbag
324,0,People can ride a bike at summer
325,0,He took his bicycle to the mechanic for repair
326,0,Lina put bread in the toaster.
327,0,She applied makeup on her face.
328,0,He went to science laboratory to do an experiment
329,0,The Family takes a family vacation to the beach.
330,0,To be healthy you should make sure to get your vegetables everyday.
331,0,The boy happily chewed a piece of gum.
332,0,She goes swimming in the pool.
333,0,An opera is a type of entertainment
334,0,Angela called the police because she was at risk
335,0,We ate pizza for lunch.
336,0,Part of walking a dog is cleaning up after them.
337,0,sun makes the earth warm
338,0,The bathroom is useful when you have a hygiene issue.
339,0,My wife enjoys singing in the shower.
340,0,SHE LOVES TO EAT CRABS.
341,0,You can find chocolate in a groceries store
342,0,You will find aircraft at an airport
343,0,She died from a gun shot.
344,0,Going to the park is usually very funny for dogs
345,0,Children often read picture books.
346,0,Golfers play golf
347,0,Her favorite hobby is to swim in the pool.
348,0,He kicked the ball into the post.
349,0,There was an elephant in the zoo.
350,0,Police arrested the criminal
351,0,He needs to study hard to pass in the examination
352,0,He cooked a recipe that he has seen on tv
353,0,The girl ate a brigadier.
354,0,He put turkey in the fridge.
355,0,during war soldiers started firing bullets to enemy
356,0,We eat dinner at night
357,0,She let her husband drive her car
358,0,Jhone have a pet cat
359,0,You can go for swimming in a pool
360,0,he was driving the car on the road
361,0,Writing on the computer is easy.
362,0,Women write books
363,0,He killed a man with a gun.
364,0,he drank a glass of water
365,0,Susy cleaned her home with bleach
366,0,The golf ball went into the golf hole
367,0,she used knife to cut fish
368,0,Everyday he opens his shop and starts writing the current menu on the chalk board.
369,0,Cake is baked in an Oven.
370,0,He drives a car in the road
371,0,"Texas is a large state,"
372,0,The boat is in the pond.
373,0,He fell of the chair.
374,0,Bathrooms come equipped with mirrors.
375,0,Train will leave the railway station in ten minutes
376,0,You can use a house to live in
377,0,Water is necessary for cultivation
378,0,Jack put his pants in the washing machine
379,0,He typed 400 words in 10 minutes with his electronic keyboard.
380,0,He jumped from the building to commit suicide
381,0,Death happens when you are no longer breathing.
382,0,He put spice on his food.
383,0,He closed one eye means he opened the other eye
384,0,He was unhappy in his job and decided to try and find a new place to work.
385,0,A television is rectangular
386,0,Usually people sleep in bedroom
387,0,Scientists sent satellite in a rocket to space
388,0,You will be buying vegetables from the market
389,0,A phone is a communication device
390,0,while she watching the river she saw a fish jumping
391,0,He slept in the bed
392,0,The last thing you do when you take a course is take an exam
393,0,Children play soccer with a ball
394,0,she had potato with her to eat
395,0,the house fly fell in the tea cup
396,0,He just won 100 dollars.
397,0,Sue likes to wear shoes to the beach
398,0,Barbie is kens girl.
399,0,The plant grows on earth.
400,0,he drove a car
401,0,He took tablet for headache
402,0,You can use a car to go places
403,0,I put the clothes in the washing machine.
404,0,When you are sick you go to a doctor
405,0,He bought a pack of apples at the local grocery store.
406,0,Fishing roads are used to catch fish
407,0,Sugar is an ingredient used in preparing food
408,0,He used his lawnmower to cut the grasses
409,0,Singing is a learning task.
410,0,The musicians composed a song in a studio
411,0,Soda that is kept in the freezer turns into a slush.
412,0,He put dirty clothes in the washing machine.
413,0,I put the car seat in the car.
414,0,He visited an art dealer to purchase a painting
415,0,You are likely to find a hotel room near your downtown area.
416,0,She walked her dog down the street.
417,0,The NBA is a basketball league
418,0,People go to the hairstylist to have their hair cut.
419,0,The air is super cool in antarctica
420,0,The astronauts went to the moon.
421,0,Stanley keeps his phone in his pocket at all times.
422,0,You put bread into a toaster to make toast.
423,0,The girl dove in the water of the beach.
424,0,A wallet contains tickets
425,0,Working is an effective task in life.
426,0,One dog can eat a whole chicken.
427,0,The girl looks for car.
428,0,You need a keyboard to type on a computer
429,0,Shoes are worn on feet
430,0,I drove my car into my house garage.
431,0,I kiss a girl every morning.
432,0,You find graves in a graveyard
433,0,Horses are animals you can ride on.
434,0,She poured water into a cup.
435,0,The woman cooked a delicious meal.
436,0,Smiling is something anyone can do.
437,0,The mechanic fixed my car while it was in the shop.
438,0,She Gets scared by watching horror movies.
439,0,He went to the park to run with his dog.
440,0,The dog ran inside the house
441,0,He used his brain to think possible accidents
442,0,A screwdriver is put in a toolbox
443,0,Berry is smoking.
444,0,she went to church for her prayers
445,0,Computers run on batteries
446,0,Situation: I am sitting on a chair
447,0,There was a ship sailing in the sea.
448,0,You eat with your teeth
449,0,A fish has gills to breathe under water.
450,0,He arrived at the airport to catch the flight
451,0,He was immediately taken to the hospital by an ambulance.
452,0,Put clothes inside the washing machine
453,0,People often live in flats
454,0,Dave ate my pizza.
455,0,The best way to make banana bread is with older bananas.
456,0,Kittys are small
457,0,We need water to be alive
458,0,They ate ham in the afternoon
459,0,Your new fragance smells bad
460,0,my  brother went to beach
461,0,Flowers can grow in a garden
462,0,I just talk with my mother by my mouth
463,0,he typed on his computer using a keyboard
464,0,he did hear music in his mobile music player
465,0,Jupiter is a sphere
466,0,HE WAS SEND TO A HOSPITAL AFTER HE MET AN ACCIDENT.
467,0,I will use the Microwave to heat up my food.
468,0,She opened the door with her key
469,0,Children can play in the yard
470,0,you can find a whale in the ocean
471,0,He dipped his chips in salsa.
472,0,People usually donate presents at Christmas
473,0,Squids are aquatic creatures
474,0,the children played in the park
475,0,A hospital takes care of sick people.
476,0,The Moon orbits Earth.
477,0,I love eating any pastry made with wheat.
478,0,I  CANNOT COUNT STARS.
479,0,A pentagon has five sides.
480,0,the pedestrian walks on the sidewalk and the car on the road
481,0,A box of chocolates is a perfect gift for children.
482,0,I fed my dog.
483,0,The family ate hamburgers at the party.
484,0,He likes to dance with his friends.
485,0,Walking in rain make his dress wet by water
486,0,Dolphins from the sea are blue
487,0,I turned on the air conditioning
488,0,I always eat oatmeal in the morning.
489,0,Anime is an animation
490,0,HE CHATS WITH HIS FRIEND BY USING PHONE.
491,0,she ran in the race and won a prize
492,0,i went to get the patrol at patrol bunk
493,0,He won the gold medal in a race
494,0,The cat jumped onto the bed
495,0,I went to the bank to Deposit my money
496,0,I made a cup of coffee
497,0,He put a pen in his pencil case.
498,0,My son loves eating pizza every weekend.
499,0,I peel off banana and make banana shake.
500,0,We need save his life with two pints of blood.
501,0,She used a belt to hold her pants up
502,0,I ate a chicken nugget
503,0,he uses color cartridge to print the pictures
504,0,Some cities have a football team.
505,0,Musicians have a great ear
506,0,Wine is a type of drink
507,0,We played our last football tournament at Telsi Indoor Stadium.
508,0,MY SISTER EATS APPLE EVERY MORNING.
509,0,He took medicine for fever
510,0,Dogs are friend of man
511,0,I raise the dog at home
512,0,He got married to his girlfriend.
513,0,He regularly went swimming for exercises body
514,0,He bought ice cream at the ice cream store.
515,0,A cat is under the table
516,0,i use umbrella to escape from rains
517,0,i captured a photo in my camera
518,0,cars are mostly made of metal
519,0,I washed off the stain on my face with clean water.
520,0,Cheetah runs faster
521,0,A bookshelf contains different books
522,0,He watched the commercials in TV
523,0,He put the pizza in the oven.
524,0,My cat drinks milk everyday.
525,0,He wiped his mouth on a napkin.
526,0,People learn languages when they are young.
527,0,She built a big sandcastle on the beach.
528,0,My television is broken
529,0,he went to the hotel to eat breakfast
530,0,Bricks are made from clay
531,0,He drove his car to work in Los Angeles
532,0,Duct tape can be used to seal air ducts.
533,0,He went to the bank to withdraw money.
534,0,He parked the car in the garage
535,0,my brother look like hero
536,0,An octagon has eight sides.
537,0,A trumpet is played by blowing.
538,0,You put your headphones on your head.
539,0,my sister is driving a car
540,0,my brother is strong person
541,0,"My first car was bought from a Car Shop in Douglasville, Georgia."
542,0,Cats enjoy fish and chicken
543,0,My sandwich is being prepared by my father
544,0,He has hat on his head
545,0,He cut the grass with a riding lawn mower.
546,0,Ben drove his car to the store.
547,0,A man got into the taxi.
548,0,I rode the bus to work.
549,0,I like reading books
550,0,People perform during a play.
551,0,She put the ring on her finger.
552,0,This activity is made for the purpose of entertainment
553,0,A comb is for combing your hair
554,0,He zipped up his jacket.
555,0,A novel is a type of book
556,0,She read a big book
557,0,HE AND SHE GOES FOR DINNER  TO THE HOTEL.
558,0,my sister drive a car
559,0,I usually wear red shoes.
560,0,He floated a red balloon to space.
561,0,The house had a lightning rod on top to protect it from lighting.
562,0,There are many insects in the swamp.
563,0,He put a pen in my bag
564,0,They took the patient in an ambulance
565,0,Mercury is the closest planet to the sun.
566,0,Mozart is a famous musician who is not from this century
567,0,My daughter is wearing a black jacket
568,0,He put the dirty dishes in the sink.
569,0,He put a shampoo to his hair
570,0,my sister store vegetables in fridge
571,0,Some skycrapers are much taller than others.
572,0,Wind blows the sail
573,0,He got out of his car.
574,0,He is sit on the chair
575,0,He took a dog for a walk.
576,0,50 eggs were harvested from the chicken.
577,0,There are no monsters in lakes
578,0,my brother see monkey
579,0,He is wearing a tuxedo to the wedding
580,0,Coffee is a beverage.
581,0,chef baked a cake.
582,0,I ate a steak for lunch.
583,0,Birds have hollow bones so they can fly
584,0,she drives her car in the highway
585,0,the girl wore necklace in her neck
586,0,He puts a tiger in the cage.
587,0,Weather can be predicted.
588,0,Students take tests to assess their learning.
589,0,My smartphone has got many applications
590,0,The woman drank some water.
591,0,he shot the man with pistol
592,0,he wrote home work in the note book
593,0,He signed the document.
594,0,I enjoy teaching my 7 year old son to ride a bicycle
595,0,The boat was floating on the water
596,0,Birds fly using their wings.
597,0,The New Jersey state flower is the scarlet carnation.
598,0,A piece of paper is for writing words.
599,0,toady i buy a car
600,0,You are likely to find a dog wandering in a city
601,0,Mary is going on vacation to Spain
602,0,He kicked the football into the goal.
603,0,my brother drive  a bike
604,0,She washed her hands with soap
605,0,She planted the roses in the garden to grow.
606,0,The bird flew south for the winter
607,0,A person got into the car
608,0,Fires can be a cause of death.
609,0,The maths teacher gave a good lesson.
610,0,There are sixty minutes in an hour
611,0,he charged his phone with a phone cable
612,0,A hammer drives nails by striking.
613,0,My sister is working hard on her project
614,0,"Sloths sleep longer than cats, up to 20 hours per day."
615,0,Cats are mammals
616,0,She got some cash out of an ATM.
617,0,The boy won his baseball game when he hit a homerun.
618,0,We go to a Barber shop to get a hair cut.
619,0,The car is filled with balloons
620,0,The guy wore suit for the party
621,0,I planned a trip in the flight for the england country to this summer
622,0,HE USE VEGETABLES TO COOK
623,0,She brings a sandwich wrapped in aluminium foil for lunch everyday
624,0,He went to the pool to swim
625,0,A man wants to fly in the plane
626,0,He used bells to make noise
627,0,The cat batted the ball around the living room.
628,0,A man ate banana for his health development
629,0,If you break a leg you should go to the hospital.
630,0,He turned on the lamp since it was dark
631,0,He buys a speaker to listen to music
632,0,I need to fly in a plane to California.
633,0,A car goes faster than a human
634,0,You can buy food at the mall.
635,0,Minecraft is a videogame
636,0,He went to the barber shop to get ready for his birthday party.
637,0,He lit the lamp.
638,0,He put a frozen pizza in the oven
639,0,Something that you find in the sky is birds.
640,0,He put his wallet in his pocket
641,0,I like eating apples
642,0,She ate a chocolate bar
643,0,A computer is an electronic item
644,0,I put my dirty clothes in the washing machine.
645,0,He bought new mobile with his money
646,0,Senior citizens are old.
647,0,"If you need a haircut, you go to a barbershop."
648,0,my brother eat vegetables
649,0,He went to the restaurant to eat.
650,0,She was invited to a birthday party in a pub
651,0,I use a match to light the candles
652,0,The Chicken will crow at dawn.
653,0,He parked a car in a small garage
654,0,My sister drives a car to work.
655,0,He gave milk to the cat
656,0,HE WAS GOES TO THE  COLLEGE TO WRITE HIS SEMESTER EXAMS.
657,0,People can photograph animals with cameras.
658,0,Dog is man's best friend
659,0,I went to market by car.
660,0,Sun is red in color
661,0,They were travelling in a ship on the ocean
662,0,Jeff drank coffee
663,0,The man stapled some documents together.
664,0,He washed clothes in washing machine
665,0,He has ten fingers in his hands.
666,0,A phone is used to send messages.
667,0,He called his friend on the phone
668,0,Cows are animals and can feel pain
669,0,Balloons make great party decorations
670,0,the dog barks all day long
671,0,He kept TV above the chair
672,0,I threw the baseball to my son.
673,0,He brushed his teeth with a toothbrush
674,0,my son like to eat chocolate after meal
675,0,She placed the vegetables into the fridge.
676,0,Movies are screened in theaters
677,0,The dog walked in the park.
678,0,People eat cereal for breakfast
679,0,We eat lunch during the day.
680,0,My favorite milk is cow milk.
681,0,a gun can be used for killing people
682,0,Bees make honey for their children
683,0,A mobile telephone can make calls anywhere.
684,0,Sugar is sweet in taste
685,0,I brush my teeth with a toothbrush
686,0,he was driving to work
687,0,She put shampoo on her hair to clean it.
688,0,A pastor preaches the bible
689,0,She parked her car behind mine
690,0,He put gas in his car.
691,0,An annulment cancels a marriage.
692,0,There are lot of trees in a forest
693,0,People need water to survive.
694,0,he went to office in bicycle
695,0,She brought two kilograms of apple to home from market
696,0,Cars are polluting the planet.
697,0,People want to see a band perform at the superbowl
698,0,Baseball players use gloves to catch baseballs.
699,0,he took the boat to cross the river
700,0,A Bird can fly.
701,0,The dog ate food inside the house
702,0,He drove his car to work.
703,0,The sun is too hot
704,0,The boy hit the baseball with the baseball bat.
705,0,She at chicken from her chicken soup
706,0,Women have long hair.
707,0,The doctor diagnosed the patient's symptoms.
708,0,"If your want to get drunk, you must consume alcohol."
709,0,I like to watch birds with binoculars.
710,0,Water comes out of bathroom tap
711,0,"Doctor, a person who is qualified to treat people who are ill."
712,0,He bought a dog to a school classroom
713,0,I ate salad for lunch.
714,0,He put the lime in the guacamole.
715,0,Restaurant is place where people come to eat food
716,0,I fell in love with my husband
717,0,A cat chased killed ate the rat
718,0,he was sent to a hospital for treatment after becoming ill
719,0,You may considered lucky if you win a prize.
720,0,Something you will find in a bedroom is a bed
721,0,She hate it when the dogs start barking
722,0,Dogs cannot eat chocolate.
723,0,You can heat a turkey in the oven
724,0,He drove his car to work.
725,0,He ate fish for dinner
726,0,He took the dog for a walk
727,0,He put a money into the  purse
728,0,I am walking the dog
729,0,People use an umbrella to keep dry when it rains
730,0,When you go opposite to east you are going to west
731,0,Mobile phones can be very useful.
732,0,Something you might find on a menu in a restaurant is steak.
733,0,The woman is very beautiful
734,0,Many criminals will get arrested soon
735,0,Tetris is a videogame
736,0,The man jumped over the chair
737,0,She sees a bird in the sky
738,0,his wife gave birth to a girl baby
739,0,He put chocolate syrup on his ice cream.
740,0,The man had a conversation with a friend
741,0,Lions live in Africa.
742,0,He fishes tuna in the sea
743,0,My father gave me money to buy a new game.
744,0,He threw a baseball over the house
745,0,he bought a necklace for his wife's neck
746,0,You need to bath because you look dirtier
747,0,I came home and immediately went out again.
748,0,The boy had to buy food for his pet dog.
749,0,Some gardens contain flowers
750,0,Jose has many friends because he is sociable
751,0,Football is a game played using ball
752,0,A nurse can dress a wound
753,0,Children like playing in puddles in the rain.
754,0,Mark answered his phone.
755,0,Caffeine is a stimulant found in coffee.
756,0,Chicken can lay eggs
757,0,"If you want to quench your thirst, you must drink non-alcoholic beverages."
758,0,The man rode a bicycle to work
759,0,The center of some grapes have seeds.
760,0,he went to the pool with swimming suit
761,0,Some people take bath in a shower
762,0,You can write with a pen
763,0,The hawk flew over the car
764,0,A thief stole all the golds with him and left
765,0,She planned a party.
766,0,"My mom is the best, she cooks the best meals."
767,0,Electric lights are used to see things during night
768,0,The ocean is filled with water.
769,0,I will walk my dog
770,0,He put gas in his car
771,0,Wheels are round.
772,0,He called his mother with his mobile phone.
773,0,A person can stay at a hotel while on vacation.
774,0,He threw the glass onto the ground and it broke.
775,0,The door was always open
776,0,you can find paintings in art galleries
777,0,Vaughn was a brave Knight of the round table.
778,0,He washes his hands with soap.
779,0,He went to the grocery store to buy Apples
780,0,She read a book.
781,0,She put the clothes in the washing machine.
782,0,money makes rich men
783,0,If you want to set a cup on a table then you should have a table.
784,0,The dog runs in the yard.
785,0,He's cleaning his clothes in the washing machine
786,0,I didn't want to go to class because I didn't study.
787,0,The cat climbed up the tree
788,0,Homosexuality is a naturally occurring sexual orientation.
789,0,You are likely to find books in a library
790,0,Babies are cute.
791,0,Trucks are used to carry many things
792,0,They put the dog into the kennel.
793,0,I live in a house.
794,0,He went to the doctor because he was sick
795,0,You can start a fire if you light a match.
796,0,Hannah was late to school because she missed the bus.
797,0,Kevin stomped his foot.
798,0,Ice cream is cold
799,0,He watched an athlete race a runner.
800,0,She flew the big gray aircraft to Texas
801,0,he used batteries in torch
802,0,The earth is mostly covered in water.
803,0,He scrolls down the web page using mouse.
804,0,The man drove the car
805,0,I had chicken nuggets for lunch.
806,0,A man is walking aside me.
807,0,It was too windy so she closed the window.
808,0,People go to movie theaters to watch movies.
809,0,He had a pet dog
810,0,Mary ate an orange.
811,0,Testosterone is a hormone found in men.
812,0,Jhoney step in to a saloon to cut his hair
813,0,he grew vegetable in the pot
814,0,His house burned down when the lightning stuck during thunderstorm
815,0,He went restaurants to eat food
816,0,I will go take a shower after I finish mowing the yard.
817,0,people laugh in a comedy show
818,0,He inserted a bullet into the gun.
819,0,A cell phone is used to make calls.
820,0,last night she slept on the bed
821,0,Bob turned on the TV with the remote.
822,0,She stuck the key in her car to start the engine.
823,0,She packed her suitcase with clothes.
824,0,The man drove all the way to Arkansas.
825,0,Children like to play with yo yos
826,0,He played football with his friend
827,0,The ocean levels rise after ice melts from the poles.
828,0,Watch is a time seeing thing
829,0,"To make lemonade, you have to start with lemons"
830,0,Eagles have feathers.
831,0,I drink coffee.
832,0,Italian pizza is well-known around the world
833,0,People wear shoes on their feet
834,0,I had a flat tire on my bicycle.
835,0,The nurse cared for the sick patient
836,0,He ordered a chicken sandwich for lunch.
837,0,Election is the process of selecting our leader
